0;41.00
249;41.25
500;41.25
751;41.00
1002;41.25
1252;41.25
1503;41.25
1754;41.50
2004;41.25
2255;41.25
2506;41.00
2757;41.50
3007;41.25
3258;41.75
3509;41.50
3760;41.25
4011;41.50
4261;41.25
4512;41.00
4762;42.00
5013;45.75
5264;53.00
5515;61.75
5766;70.75
6017;80.00
6267;87.50
6517;94.50
6768;100.25
7019;105.50
7270;109.75
7521;113.50
7772;117.25
8023;120.25
8273;123.00
8524;126.00
8774;128.25
9025;130.50
9276;132.75
9527;134.50
9778;136.75
10029;138.25
10279;139.75
10530;141.00
10781;142.75
11032;144.25
11283;145.50
11534;147.25
11784;148.50
12035;149.50
12285;150.50
12536;151.50
12787;152.50
13038;152.50
13289;152.75
13540;152.00
13791;150.75
14042;149.25
14292;146.75
14543;145.00
14794;143.00
15045;140.25
15296;138.25
15547;136.25
15798;134.00
16048;132.25
16299;129.75
16549;128.75
16800;127.25
17051;125.50
17302;124.00
17553;123.00
17804;121.75
18055;120.75
18306;119.75
18556;118.75
18807;118.00
19058;117.00
19309;116.50
19560;115.25
19811;115.50
20062;115.00
20313;114.50
20562;114.00
20813;113.50
21064;113.25
21315;113.00
21566;112.50
21817;112.25
22068;111.75
22319;111.75
22569;111.75
22820;111.25
23071;111.25
23322;111.50
23573;111.00
23824;110.75
24075;110.75
24326;111.00
24577;110.50
24826;110.75
25077;110.50
25328;110.75
25579;110.75
25830;110.75
26081;110.50
26332;111.25
26583;111.00
26833;111.25
27084;111.25
27335;111.50
27586;111.50
27837;111.75
28088;111.25
28339;112.00
28590;112.25
28840;112.50
29090;112.50
29341;112.50
29592;112.75
29843;112.75
30094;113.00
30345;113.00
30596;113.00
30846;113.00
31097;113.25
31348;113.25
31599;113.50
31850;113.75
32101;114.00
32352;114.00
32603;114.00
32854;114.00
33104;114.50
33354;114.25
33605;114.50
33856;114.50
34107;114.75
34358;114.50
34609;114.75
34860;115.00
35110;114.75
35361;115.25
35612;115.00
35863;114.75
36114;115.00
36365;115.50
36616;115.00
