⸮0;22.50
249;22.25
500;22.50
751;22.00
1002;22.75
1253;22.25
1503;22.00
1754;22.75
2004;22.75
2255;22.50
2506;22.50
2757;22.25
3007;22.50
3258;22.75
3509;22.75
3760;22.75
4011;22.75
4261;22.50
4512;22.75
4762;22.50
5013;22.50
5264;22.75
5515;22.75
5766;22.50
6017;22.75
6267;22.50
6517;22.75
6768;22.75
7019;22.25
7270;22.25
7521;22.50
7772;22.50
8023;22.75
8272;22.25
8523;22.75
8774;22.75
9025;22.25
9276;22.75
9527;22.50
9777;22.50
10028;22.50
10278;22.25
10529;22.75
10780;22.50
11031;22.75
11282;22.75
11533;22.50
11784;22.25
12035;22.50
12284;22.75
12535;22.75
12786;22.75
13037;22.75
13288;22.50
13539;22.25
13790;22.75
14041;22.75
14291;22.50
14541;22.25
14792;22.75
15043;22.50
15294;22.75
15545;22.75
15796;22.50
16047;22.75
16297;22.50
16548;22.25
16799;22.75
17049;22.75
17300;22.50
17551;22.25
17802;22.75
18053;22.75
18304;22.50
18554;22.50
18805;22.50
19056;22.50
19307;22.50
19557;22.75
19808;22.50
20059;22.50
20310;22.50
20560;22.75
20811;22.75
21062;22.75
21313;22.25
21564;22.50
21814;22.25
22065;22.50
22316;22.50
22566;22.75
22817;22.75
23068;22.25
23319;22.75
23570;22.25
23821;22.50
24072;22.75
24322;22.75
24572;22.75
24823;22.50
25074;22.25
25325;22.50
25576;22.75
25827;22.25
26078;22.50
26329;22.00
26579;22.25
26829;22.00
27080;22.25
27331;22.75
27582;22.75
27833;22.75
28084;22.25
28335;22.75
28585;22.50
28836;22.75
29086;22.50
29337;22.75
29588;22.75
29839;23.75
30090;24.50
30341;27.25
30592;30.00
30842;32.75
31093;36.25
31344;38.75
31594;42.50
31845;45.50
32096;48.50
32347;51.00
32598;54.25
32848;56.50
33099;59.25
33350;60.75
33601;63.50
33852;65.75
34102;68.00
34353;69.75
34604;71.50
34854;72.50
35105;74.50
35356;75.25
35607;77.25
35858;78.50
36109;79.75
36360;80.50
36610;82.00
36860;83.00
37111;84.25
37362;85.25
37613;86.00
37864;87.00
38115;87.75
38366;88.50
38617;89.25
38867;90.25
39117;90.50
39368;91.50
39619;91.75
39870;92.25
40121;93.25
40372;93.50
40623;94.50
40873;95.00
41124;95.25
41375;95.75
41625;96.25
41876;96.50
42127;97.25
42378;97.75
42629;98.00
42880;98.25
43130;98.75
43381;99.25
43632;99.50
43882;99.75
44133;100.25
44384;100.50
44635;100.75
44886;101.75
45136;102.75
45387;103.75
45638;104.25
45889;106.00
46140;107.25
46391;107.75
46642;108.25
46893;109.75
47143;110.25
47394;111.25
47645;112.50
47896;113.75
48146;113.75
48397;116.00
48648;117.00
48899;117.75
49149;118.75
49400;120.00
49651;121.00
49902;122.25
50153;123.75
50404;124.50
50655;125.75
