0;30.00
249;30.25
500;30.00
751;30.25
1002;30.00
1252;30.00
1503;30.00
1754;30.25
2004;30.25
2255;30.00
2506;30.00
2757;29.50
3007;30.00
3258;30.25
3509;30.25
3760;30.00
4011;30.25
4261;29.50
4512;29.75
4762;30.00
5013;30.00
5264;30.00
5515;30.25
5766;30.25
6017;30.00
6266;30.00
6517;30.00
6768;30.00
7019;30.00
7270;30.25
7521;30.00
7772;30.25
8022;29.50
8272;30.00
8523;30.25
8774;30.00
9025;30.00
9276;30.00
9527;30.00
9777;30.00
10028;30.00
10278;30.00
10529;30.00
10780;30.50
11031;29.75
11282;29.75
11533;30.00
11783;30.00
12034;30.25
12284;30.00
12535;30.00
12786;30.25
13037;30.25
13288;30.00
13539;29.50
13790;30.00
14041;30.00
14290;30.00
14541;29.75
14792;30.00
15043;30.00
15294;29.50
15545;30.00
15796;29.75
16047;30.25
16297;30.00
16547;30.00
16798;30.00
17049;29.75
17300;30.00
17551;30.00
17802;30.00
18053;29.50
18304;30.00
18554;29.75
18804;30.00
19055;30.25
19306;30.00
19557;29.75
19808;30.00
20059;30.00
20310;30.25
20560;30.00
20811;29.75
21062;30.00
21312;30.00
21563;29.50
21814;30.00
22065;30.00
22316;29.75
22566;30.00
22817;30.00
23068;30.00
23319;30.25
23569;29.50
23820;30.25
24071;29.75
24322;30.00
24572;30.00
24823;30.00
25074;29.75
25325;29.50
25576;30.25
25827;29.50
26077;30.00
26328;30.00
26578;30.00
26829;30.00
27080;29.75
27331;30.00
27582;29.75
27833;29.00
28084;30.25
28334;30.00
28584;29.75
28835;30.00
29086;29.50
29337;30.00
29588;29.75
29839;30.00
30090;29.50
30341;30.00
30590;30.00
30841;29.75
31092;29.50
31343;32.00
31594;37.75
31845;45.75
32096;54.75
32347;65.00
32598;74.25
32848;82.50
33098;89.75
33349;97.25
33600;103.00
33851;108.50
34102;113.00
34353;117.00
34604;121.25
34854;125.00
35105;127.50
35356;130.75
35607;133.75
35858;136.25
36109;138.75
36360;141.00
36611;142.75
36861;144.50
37111;146.50
37362;147.25
37613;147.50
37864;147.00
38115;146.00
38366;144.50
38617;142.50
38867;141.00
39118;138.75
39369;136.50
39620;133.25
39871;132.00
40122;129.75
40373;128.00
40624;126.00
40875;124.25
41125;122.50
41375;121.00
41626;120.25
41877;119.00
42128;117.50
42379;117.25
42630;116.25
42881;115.50
43131;114.50
43382;114.00
43633;113.25
43884;112.75
