0;25.75
249;25.75
500;25.50
751;25.50
1002;25.75
1253;25.50
1503;25.75
1754;25.50
2004;25.50
2255;25.75
2506;25.50
2757;25.75
3007;25.50
3258;25.75
3509;25.25
3760;26.00
4011;25.50
4261;25.25
4512;26.00
4762;25.75
5013;25.75
5264;25.50
5515;25.75
5766;25.75
6017;25.75
6267;25.50
6517;25.75
6768;25.50
7019;25.75
7270;25.50
7521;25.50
7772;25.25
8023;25.75
8272;25.25
8523;25.75
8774;25.25
9025;25.50
9276;26.00
9527;25.75
9777;25.50
10028;25.50
10278;25.75
10529;25.75
10780;25.75
11031;25.75
11282;25.75
11533;25.75
11784;26.00
12034;25.75
12284;25.75
12535;25.75
12786;25.75
13037;25.75
13288;25.00
13539;25.75
13790;25.75
14041;25.75
14291;25.50
14541;25.75
14792;25.75
15043;25.75
15294;26.00
15545;25.75
15796;25.75
16047;25.75
16297;25.75
16548;25.75
16799;25.25
17049;25.25
17300;25.50
17551;25.75
17802;25.75
18053;26.00
18304;25.50
18554;25.75
18805;25.75
19056;25.75
19306;25.50
19557;25.75
19808;25.75
20059;25.75
20310;25.75
20560;26.00
20811;26.00
21062;25.75
21313;25.75
21564;25.25
21814;25.75
22065;31.00
22316;42.25
22566;83.75
22817;91.25
23068;96.25
23319;104.75
23570;108.50
23821;112.50
24072;115.75
24323;118.00
24573;119.75
24823;121.25
25074;122.25
25325;123.25
25576;124.00
25827;124.25
26078;124.50
26329;124.25
26579;124.75
26830;123.75
27081;123.25
27332;122.75
27583;122.50
27834;122.00
28085;120.75
28336;119.25
28587;117.75
28837;116.50
29087;115.00
29338;113.50
29589;111.50
29840;110.50
30091;109.00
30342;108.25
30593;107.50
30843;106.00
31094;104.50
31345;103.75
31596;102.25
31847;102.00
32098;101.25
32349;100.00
32600;99.50
32850;98.50
33100;98.25
33351;97.25
33602;96.50
